Assembly constituency name,Age group,Total deletions,Reason for deletion,Male deletions,Female deletions,Gender imbalance in pct
Nokha,61-75,488,Permanently shifted,235,253,3.69
Nokha,75+,136,Permanently shifted,62,74,8.82
Nokha,18-29,334,Untraceable,163,171,2.4
Nokha,30-44,419,Untraceable,205,214,2.15
Nokha,45-60,246,Untraceable,113,133,8.13
Nokha,61-75,81,Untraceable,32,49,20.99
Nokha,75+,27,Untraceable,7,20,48.15
Dehri,18-29,177,Deceased,82,95,7.34
Dehri,30-44,821,Deceased,439,382,-6.94
Dehri,45-60,"1,870",Deceased,897,973,4.06
Dehri,61-75,"2,598",Deceased,"1,162","1,436",10.55
Dehri,75+,"1,991",Deceased,852,"1,139",14.41
Dehri,18-29,604,Duplicate enrolment,309,295,-2.32
Dehri,30-44,983,Duplicate enrolment,524,459,-6.61
Dehri,45-60,358,Duplicate enrolment,162,196,9.5
Dehri,61-75,124,Duplicate enrolment,62,62,0
Dehri,75+,25,Duplicate enrolment,12,13,4
Dehri,18-29,"1,483",Permanently shifted,299,"1,184",59.68
Dehri,30-44,"3,042",Permanently shifted,"1,175","1,867",22.75
Dehri,45-60,"1,979",Permanently shifted,"1,014",965,-2.48
Dehri,61-75,620,Permanently shifted,315,305,-1.61
Dehri,75+,171,Permanently shifted,87,84,-1.75
Dehri,18-29,87,Untraceable,36,51,17.24
Dehri,30-44,212,Untraceable,84,128,20.75
Dehri,45-60,140,Untraceable,74,66,-5.71
Dehri,61-75,42,Untraceable,21,21,0
Dehri,75+,15,Untraceable,5,10,33.33
Karakat,18-29,324,Deceased,141,183,12.96
Karakat,30-44,964,Deceased,467,497,3.11
Karakat,45-60,"2,400",Deceased,"1,077","1,323",10.25
Karakat,61-75,"3,847",Deceased,"1,605","2,242",16.56
Karakat,75+,"2,562",Deceased,"1,148","1,414",10.38
Karakat,18-29,812,Duplicate enrolment,423,389,-4.19
Karakat,30-44,"1,155",Duplicate enrolment,624,531,-8.05
Karakat,45-60,474,Duplicate enrolment,213,261,10.13
Karakat,61-75,155,Duplicate enrolment,71,84,8.39
Karakat,75+,25,Duplicate enrolment,11,14,12
Karakat,18-29,"1,895",Permanently shifted,309,"1,586",67.39
Karakat,30-44,"3,094",Permanently shifted,"1,181","1,913",23.66
Karakat,45-60,"2,664",Permanently shifted,"1,352","1,312",-1.5
Karakat,61-75,874,Permanently shifted,422,452,3.43
Karakat,75+,235,Permanently shifted,121,114,-2.98
Karakat,18-29,676,Untraceable,277,399,18.05
Karakat,30-44,"1,252",Untraceable,548,704,12.46
Karakat,45-60,982,Untraceable,510,472,-3.87
Karakat,61-75,399,Untraceable,178,221,10.78
Karakat,75+,173,Untraceable,75,98,13.29
Arwal,18-29,167,Deceased,87,80,-4.19
Arwal,30-44,920,Deceased,437,483,5
Arwal,45-60,"1,668",Deceased,681,987,18.35
Arwal,61-75,"2,342",Deceased,953,"1,389",18.62
Arwal,75+,"1,309",Deceased,518,791,20.86
Arwal,18-29,458,Duplicate enrolment,251,207,-9.61
Arwal,30-44,"1,186",Duplicate enrolment,644,542,-8.6
Arwal,45-60,440,Duplicate enrolment,210,230,4.55
Arwal,61-75,123,Duplicate enrolment,58,65,5.69
Arwal,75+,54,Duplicate enrolment,20,34,25.93
Arwal,18-29,"1,310",Permanently shifted,230,"1,080",64.89
Arwal,30-44,"2,863",Permanently shifted,951,"1,912",33.57
Arwal,45-60,"1,351",Permanently shifted,611,740,9.55
Arwal,61-75,420,Permanently shifted,170,250,19.05
Arwal,75+,93,Permanently shifted,31,62,33.33
Arwal,18-29,66,Untraceable,29,37,12.12
Arwal,30-44,190,Untraceable,98,92,-3.16
Arwal,45-60,91,Untraceable,42,49,7.69
Arwal,61-75,37,Untraceable,18,19,2.7
Arwal,75+,11,Untraceable,6,5,-9.09
Kurtha,18-29,165,Deceased,82,83,0.61
Kurtha,30-44,828,Deceased,406,422,1.93
Kurtha,45-60,"1,548",Deceased,660,888,14.73
Kurtha,61-75,"2,238",Deceased,953,"1,285",14.83
Kurtha,75+,"1,492",Deceased,650,842,12.87
Kurtha,18-29,572,Duplicate enrolment,334,238,-16.78
Kurtha,30-44,"1,283",Duplicate enrolment,680,603,-6
Kurtha,45-60,427,Duplicate enrolment,216,211,-1.17
Kurtha,61-75,136,Duplicate enrolment,53,83,22.06
Kurtha,75+,34,Duplicate enrolment,10,24,41.18
Kurtha,18-29,"1,235",Permanently shifted,229,"1,006",62.91
Kurtha,30-44,"2,695",Permanently shifted,820,"1,875",39.15
Kurtha,45-60,"1,407",Permanently shifted,610,797,13.29
Kurtha,61-75,425,Permanently shifted,197,228,7.29
Kurtha,75+,105,Permanently shifted,39,66,25.71
Kurtha,18-29,103,Untraceable,55,48,-6.8
Kurtha,30-44,185,Untraceable,91,94,1.62
Kurtha,45-60,117,Untraceable,47,70,19.66
Kurtha,61-75,58,Untraceable,31,27,-6.9
Kurtha,75+,13,Untraceable,4,9,38.46
Jehanabad,18-29,182,Deceased,97,85,-6.59
Jehanabad,30-44,694,Deceased,371,323,-6.92
Jehanabad,45-60,"1,815",Deceased,878,937,3.25
Jehanabad,61-75,"2,349",Deceased,"1,154","1,195",1.75
Jehanabad,75+,"1,670",Deceased,754,916,9.7
Jehanabad,18-29,408,Duplicate enrolment,241,167,-18.14
Jehanabad,30-44,657,Duplicate enrolment,390,267,-18.72
Jehanabad,45-60,436,Duplicate enrolment,213,223,2.29
Jehanabad,61-75,126,Duplicate enrolment,55,71,12.7
Jehanabad,75+,39,Duplicate enrolment,21,18,-7.69
Jehanabad,18-29,"1,294",Permanently shifted,369,925,42.97
Jehanabad,30-44,"3,616",Permanently shifted,"1,278","2,338",29.31
Jehanabad,45-60,"3,040",Permanently shifted,"1,477","1,563",2.83
Jehanabad,61-75,870,Permanently shifted,446,424,-2.53
Jehanabad,75+,224,Permanently shifted,107,117,4.46
Jehanabad,18-29,530,Untraceable,241,289,9.06
Jehanabad,30-44,"1,329",Untraceable,666,663,-0.23
Jehanabad,45-60,"1,081",Untraceable,506,575,6.38
Jehanabad,61-75,383,Untraceable,181,202,5.48
Jehanabad,75+,123,Untraceable,43,80,30.08
Ghosi,18-29,162,Deceased,82,80,-1.23
Ghosi,30-44,663,Deceased,339,324,-2.26
Ghosi,45-60,"1,380",Deceased,652,728,5.51
Ghosi,61-75,"1,942",Deceased,"1,002",940,-3.19
Ghosi,75+,"1,465",Deceased,734,731,-0.2
Ghosi,18-29,369,Duplicate enrolment,220,149,-19.24
Ghosi,30-44,775,Duplicate enrolment,444,331,-14.58
Ghosi,45-60,435,Duplicate enrolment,217,218,0.23
Ghosi,61-75,114,Duplicate enrolment,52,62,8.77
Ghosi,75+,26,Duplicate enrolment,10,16,23.08
Ghosi,18-29,"1,241",Permanently shifted,373,868,39.89
Ghosi,30-44,"2,913",Permanently shifted,"1,066","1,847",26.81
Ghosi,45-60,"2,554",Permanently shifted,"1,190","1,364",6.81
Ghosi,61-75,809,Permanently shifted,418,391,-3.34
Ghosi,75+,180,Permanently shifted,79,101,12.22
Ghosi,18-29,545,Untraceable,264,281,3.12
Ghosi,30-44,"1,244",Untraceable,597,647,4.02
Ghosi,45-60,932,Untraceable,472,460,-1.29
Ghosi,61-75,350,Untraceable,172,178,1.71
Ghosi,75+,100,Untraceable,52,48,-4
Makhdumpur (SC),18-29,146,Deceased,78,68,-6.85
Makhdumpur (SC),30-44,632,Deceased,354,278,-12.03
Makhdumpur (SC),45-60,"1,307",Deceased,637,670,2.52
Makhdumpur (SC),61-75,"1,801",Deceased,878,923,2.5
Makhdumpur (SC),75+,"1,349",Deceased,610,739,9.56
Makhdumpur (SC),18-29,381,Duplicate enrolment,229,152,-20.21
Makhdumpur (SC),30-44,572,Duplicate enrolment,323,249,-12.94
Makhdumpur (SC),45-60,328,Duplicate enrolment,163,165,0.61
Makhdumpur (SC),61-75,103,Duplicate enrolment,55,48,-6.8
Makhdumpur (SC),75+,20,Duplicate enrolment,7,13,30
Makhdumpur (SC),18-29,"1,012",Permanently shifted,251,761,50.4
Makhdumpur (SC),30-44,"2,430",Permanently shifted,959,"1,471",21.07
Makhdumpur (SC),45-60,"1,969",Permanently shifted,936,"1,033",4.93
Makhdumpur (SC),61-75,554,Permanently shifted,272,282,1.81
Makhdumpur (SC),75+,157,Permanently shifted,79,78,-0.64
Makhdumpur (SC),18-29,252,Untraceable,124,128,1.59
Makhdumpur (SC),30-44,471,Untraceable,230,241,2.34
Makhdumpur (SC),45-60,338,Untraceable,180,158,-6.51
Makhdumpur (SC),61-75,112,Untraceable,46,66,17.86
Makhdumpur (SC),75+,40,Untraceable,18,22,10
Goh,18-29,262,Deceased,110,152,16.03
Goh,30-44,852,Deceased,352,500,17.37
Goh,45-60,"1,848",Deceased,731,"1,117",20.89
Goh,61-75,"2,979",Deceased,"1,203","1,776",19.23
Goh,75+,"2,044",Deceased,809,"1,235",20.84
Goh,18-29,794,Duplicate enrolment,427,367,-7.56
Goh,30-44,"1,226",Duplicate enrolment,653,573,-6.53
Goh,45-60,597,Duplicate enrolment,282,315,5.53
Goh,61-75,183,Duplicate enrolment,78,105,14.75
Goh,75+,37,Duplicate enrolment,12,25,35.14
Goh,18-29,"2,287",Permanently shifted,480,"1,807",58.02
Goh,30-44,"3,439",Permanently shifted,"1,293","2,146",24.8
Goh,45-60,"2,949",Permanently shifted,"1,386","1,563",6
Goh,61-75,987,Permanently shifted,462,525,6.38
Goh,75+,245,Permanently shifted,89,156,27.35
Goh,18-29,747,Untraceable,325,422,12.99
Goh,30-44,"1,112",Untraceable,505,607,9.17
Goh,45-60,933,Untraceable,453,480,2.89
Goh,61-75,344,Untraceable,155,189,9.88
Goh,75+,97,Untraceable,35,62,27.84
Obra,18-29,293,Deceased,137,156,6.48
Obra,30-44,"1,194",Deceased,576,618,3.52
Obra,45-60,"2,612",Deceased,"1,193","1,419",8.65
Obra,61-75,"4,452",Deceased,"1,941","2,511",12.8
Obra,75+,"3,376",Deceased,"1,441","1,935",14.63
Obra,18-29,870,Duplicate enrolment,500,370,-14.94
Obra,30-44,"1,616",Duplicate enrolment,919,697,-13.74
Obra,45-60,727,Duplicate enrolment,350,377,3.71
Obra,61-75,230,Duplicate enrolment,99,131,13.91
Obra,75+,44,Duplicate enrolment,12,32,45.45
Obra,18-29,"2,401",Permanently shifted,683,"1,718",43.11
Obra,30-44,"3,993",Permanently shifted,"1,421","2,572",28.83
Obra,45-60,"2,817",Permanently shifted,"1,372","1,445",2.59
Obra,61-75,859,Permanently shifted,422,437,1.75
Obra,75+,222,Permanently shifted,97,125,12.61
Obra,18-29,"1,017",Untraceable,488,529,4.03
Obra,30-44,"1,448",Untraceable,684,764,5.52
Obra,45-60,869,Untraceable,454,415,-4.49
Obra,61-75,332,Untraceable,140,192,15.66
Obra,75+,109,Untraceable,40,69,26.61
Nabinagar,18-29,255,Deceased,119,136,6.67
Nabinagar,30-44,915,Deceased,421,494,7.98
Nabinagar,45-60,"1,885",Deceased,813,"1,072",13.74
Nabinagar,61-75,"3,177",Deceased,"1,316","1,861",17.15
Nabinagar,75+,"2,386",Deceased,959,"1,427",19.61
Nabinagar,18-29,922,Duplicate enrolment,473,449,-2.6
Nabinagar,30-44,"1,400",Duplicate enrolment,750,650,-7.14
Nabinagar,45-60,672,Duplicate enrolment,325,347,3.27
Nabinagar,61-75,199,Duplicate enrolment,82,117,17.59
Nabinagar,75+,45,Duplicate enrolment,18,27,20
Nabinagar,18-29,"2,916",Permanently shifted,804,"2,112",44.86
Nabinagar,30-44,"3,845",Permanently shifted,"1,513","2,332",21.3
Nabinagar,45-60,"2,485",Permanently shifted,"1,218","1,267",1.97
Nabinagar,61-75,884,Permanently shifted,405,479,8.37
Nabinagar,75+,208,Permanently shifted,95,113,8.65
Nabinagar,18-29,643,Untraceable,281,362,12.6
Nabinagar,30-44,814,Untraceable,379,435,6.88
Nabinagar,45-60,562,Untraceable,271,291,3.56
Nabinagar,61-75,167,Untraceable,77,90,7.78
Nabinagar,75+,50,Untraceable,19,31,24
Kutumba (SC),18-29,204,Deceased,88,116,13.73
Kutumba (SC),30-44,863,Deceased,416,447,3.59
Kutumba (SC),45-60,"1,942",Deceased,869,"1,073",10.5
Kutumba (SC),61-75,"2,890",Deceased,"1,237","1,653",14.39
Kutumba (SC),75+,"2,101",Deceased,878,"1,223",16.42
Kutumba (SC),18-29,912,Duplicate enrolment,458,454,-0.44
Kutumba (SC),30-44,"1,363",Duplicate enrolment,716,647,-5.06
Kutumba (SC),45-60,601,Duplicate enrolment,296,305,1.5
Kutumba (SC),61-75,197,Duplicate enrolment,88,109,10.66
Kutumba (SC),75+,46,Duplicate enrolment,16,30,30.43
Kutumba (SC),18-29,"2,661",Permanently shifted,613,"2,048",53.93
Kutumba (SC),30-44,"3,750",Permanently shifted,"1,479","2,271",21.12
Kutumba (SC),45-60,"2,660",Permanently shifted,"1,358","1,302",-2.11
Kutumba (SC),61-75,879,Permanently shifted,420,459,4.44
Kutumba (SC),75+,245,Permanently shifted,112,133,8.57
Kutumba (SC),18-29,667,Untraceable,301,366,9.75
Kutumba (SC),30-44,974,Untraceable,449,525,7.8
Kutumba (SC),45-60,610,Untraceable,304,306,0.33
Kutumba (SC),61-75,238,Untraceable,104,134,12.61
Kutumba (SC),75+,75,Untraceable,28,47,25.33
Aurangabad,18-29,230,Deceased,109,121,5.22
Aurangabad,30-44,813,Deceased,398,415,2.09
Aurangabad,45-60,"1,648",Deceased,792,856,3.88
Aurangabad,61-75,"2,568",Deceased,"1,109","1,459",13.63
Aurangabad,75+,"1,795",Deceased,825,970,8.08
Aurangabad,18-29,680,Duplicate enrolment,326,354,4.12
Aurangabad,30-44,"1,106",Duplicate enrolment,594,512,-7.41
Aurangabad,45-60,537,Duplicate enrolment,267,270,0.56
Aurangabad,61-75,178,Duplicate enrolment,84,94,5.62
Aurangabad,75+,50,Duplicate enrolment,19,31,24
Aurangabad,18-29,"2,978",Permanently shifted,718,"2,260",51.78
Aurangabad,30-44,"5,350",Permanently shifted,"2,096","3,254",21.64
Aurangabad,45-60,"3,578",Permanently shifted,"1,740","1,838",2.74
Aurangabad,61-75,"1,347",Permanently shifted,707,640,-4.97
Aurangabad,75+,352,Permanently shifted,176,176,0
Aurangabad,18-29,"1,101",Untraceable,522,579,5.18
Aurangabad,30-44,"2,799",Untraceable,"1,324","1,475",5.39
Aurangabad,45-60,"1,901",Untraceable,979,922,-3
Aurangabad,61-75,721,Untraceable,361,360,-0.14
Aurangabad,75+,230,Untraceable,104,126,9.57
Rafiganj,18-29,310,Deceased,155,155,0
Rafiganj,30-44,"1,201",Deceased,549,652,8.58
Rafiganj,45-60,"2,459",Deceased,"1,122","1,337",8.74
Rafiganj,61-75,"3,606",Deceased,"1,556","2,050",13.7
Rafiganj,75+,"2,194",Deceased,939,"1,255",14.4
Rafiganj,18-29,929,Duplicate enrolment,442,487,4.84
Rafiganj,30-44,"1,857",Duplicate enrolment,"1,025",832,-10.39
Rafiganj,45-60,892,Duplicate enrolment,399,493,10.54
Rafiganj,61-75,281,Duplicate enrolment,120,161,14.59
Rafiganj,75+,63,Duplicate enrolment,19,44,39.68
Rafiganj,18-29,"2,423",Permanently shifted,596,"1,827",50.8
Rafiganj,30-44,"4,714",Permanently shifted,"1,877","2,837",20.36
Rafiganj,45-60,"3,544",Permanently shifted,"1,744","1,800",1.58
Rafiganj,61-75,"1,277",Permanently shifted,591,686,7.44
Rafiganj,75+,281,Permanently shifted,136,145,3.2
Rafiganj,18-29,394,Untraceable,185,209,6.09
Rafiganj,30-44,814,Untraceable,374,440,8.11
Rafiganj,45-60,632,Untraceable,332,300,-5.06
Rafiganj,61-75,267,Untraceable,125,142,6.37
Rafiganj,75+,63,Untraceable,26,37,17.46
Gurua,18-29,255,Deceased,115,140,9.8
Gurua,30-44,"1,029",Deceased,504,525,2.04
Gurua,45-60,"2,002",Deceased,961,"1,041",4
Gurua,61-75,"2,946",Deceased,"1,299","1,647",11.81
Gurua,75+,"2,033",Deceased,883,"1,150",13.13
Gurua,18-29,871,Duplicate enrolment,476,395,-9.3
Gurua,30-44,"1,774",Duplicate enrolment,938,836,-5.75
Gurua,45-60,770,Duplicate enrolment,326,444,15.32
Gurua,61-75,223,Duplicate enrolment,75,148,32.74
Gurua,75+,43,Duplicate enrolment,18,25,16.28
Gurua,18-29,"2,056",Permanently shifted,411,"1,645",60.02
Gurua,30-44,"3,573",Permanently shifted,"1,214","2,359",32.05
Gurua,45-60,"2,324",Permanently shifted,"1,091","1,233",6.11
Gurua,61-75,713,Permanently shifted,349,364,2.1
Gurua,75+,152,Permanently shifted,64,88,15.79
Gurua,18-29,870,Untraceable,451,419,-3.68
Gurua,30-44,837,Untraceable,362,475,13.5
Gurua,45-60,408,Untraceable,176,232,13.73
Gurua,61-75,159,Untraceable,63,96,20.75
Gurua,75+,40,Untraceable,18,22,10
Sherghati,18-29,219,Deceased,107,112,2.28
Sherghati,30-44,"1,023",Deceased,561,462,-9.68
Sherghati,45-60,"1,787",Deceased,893,894,0.06
Sherghati,61-75,"2,329",Deceased,"1,161","1,168",0.3
Sherghati,75+,"1,462",Deceased,650,812,11.08
Sherghati,18-29,737,Duplicate enrolment,388,349,-5.29
Sherghati,30-44,"1,277",Duplicate enrolment,633,644,0.86
Sherghati,45-60,566,Duplicate enrolment,261,305,7.77
Sherghati,61-75,169,Duplicate enrolment,76,93,10.06
Sherghati,75+,26,Duplicate enrolment,10,16,23.08
Sherghati,18-29,"1,839",Permanently shifted,400,"1,439",56.5
Sherghati,30-44,"3,508",Permanently shifted,"1,352","2,156",22.92
Sherghati,45-60,"2,248",Permanently shifted,"1,096","1,152",2.49
Sherghati,61-75,671,Permanently shifted,323,348,3.73
Sherghati,75+,144,Permanently shifted,72,72,0
Sherghati,18-29,687,Untraceable,329,358,4.22
Sherghati,30-44,773,Untraceable,282,491,27.04
Sherghati,45-60,384,Untraceable,185,199,3.65
Sherghati,61-75,137,Untraceable,57,80,16.79
Sherghati,75+,52,Untraceable,22,30,15.38
Imamganj (SC),18-29,299,Deceased,141,158,5.69
Imamganj (SC),30-44,"1,261",Deceased,690,571,-9.44
Imamganj (SC),45-60,"2,140",Deceased,"1,118","1,022",-4.49
Imamganj (SC),61-75,"2,827",Deceased,"1,372","1,455",2.94
Imamganj (SC),75+,"2,008",Deceased,838,"1,170",16.53
Imamganj (SC),18-29,"1,168",Duplicate enrolment,606,562,-3.77
Imamganj (SC),30-44,"2,333",Duplicate enrolment,"1,241","1,092",-6.39
Imamganj (SC),45-60,961,Duplicate enrolment,459,502,4.47
Imamganj (SC),61-75,307,Duplicate enrolment,138,169,10.1
Imamganj (SC),75+,60,Duplicate enrolment,28,32,6.67
Imamganj (SC),18-29,"2,618",Permanently shifted,593,"2,025",54.7
Imamganj (SC),30-44,"4,309",Permanently shifted,"1,680","2,629",22.02
Imamganj (SC),45-60,"2,572",Permanently shifted,"1,276","1,296",0.78
Imamganj (SC),61-75,793,Permanently shifted,376,417,5.17
Imamganj (SC),75+,164,Permanently shifted,82,82,0
Imamganj (SC),18-29,"1,006",Untraceable,448,558,10.93
Imamganj (SC),30-44,"1,623",Untraceable,678,945,16.45
Imamganj (SC),45-60,752,Untraceable,332,420,11.7
Imamganj (SC),61-75,286,Untraceable,126,160,11.89
Imamganj (SC),75+,107,Untraceable,41,66,23.36
Barachatti (SC),18-29,286,Deceased,143,143,0
Barachatti (SC),30-44,"1,309",Deceased,693,616,-5.88
Barachatti (SC),45-60,"2,340",Deceased,"1,267","1,073",-8.29
Barachatti (SC),61-75,"3,241",Deceased,"1,600","1,641",1.27
Barachatti (SC),75+,"2,269",Deceased,"1,030","1,239",9.21
Barachatti (SC),18-29,954,Duplicate enrolment,538,416,-12.79
Barachatti (SC),30-44,"1,935",Duplicate enrolment,948,987,2.02
Barachatti (SC),45-60,786,Duplicate enrolment,347,439,11.7
Barachatti (SC),61-75,248,Duplicate enrolment,104,144,16.13
Barachatti (SC),75+,54,Duplicate enrolment,20,34,25.93
Barachatti (SC),18-29,"2,247",Permanently shifted,493,"1,754",56.12
Barachatti (SC),30-44,"4,464",Permanently shifted,"1,719","2,745",22.98
Barachatti (SC),45-60,"2,437",Permanently shifted,"1,205","1,232",1.11
Barachatti (SC),61-75,656,Permanently shifted,304,352,7.32
Barachatti (SC),75+,159,Permanently shifted,65,94,18.24
Barachatti (SC),18-29,636,Untraceable,250,386,21.38
Barachatti (SC),30-44,"1,219",Untraceable,521,698,14.52
Barachatti (SC),45-60,585,Untraceable,264,321,9.74
Barachatti (SC),61-75,212,Untraceable,86,126,18.87
Barachatti (SC),75+,80,Untraceable,32,48,20
Bodh Gaya (SC),18-29,276,Deceased,144,132,-4.35
Bodh Gaya (SC),30-44,"1,145",Deceased,628,517,-9.69
Bodh Gaya (SC),45-60,"2,384",Deceased,"1,241","1,143",-4.11
Bodh Gaya (SC),61-75,"3,216",Deceased,"1,538","1,678",4.35
Bodh Gaya (SC),75+,"2,168",Deceased,"1,027","1,141",5.26
Bodh Gaya (SC),18-29,940,Duplicate enrolment,539,401,-14.68
Bodh Gaya (SC),30-44,"1,512",Duplicate enrolment,809,703,-7.01
Bodh Gaya (SC),45-60,581,Duplicate enrolment,241,340,17.04
Bodh Gaya (SC),61-75,150,Duplicate enrolment,54,96,28
Bodh Gaya (SC),75+,35,Duplicate enrolment,8,27,54.29
Bodh Gaya (SC),18-29,"1,176",Permanently shifted,225,951,61.73
Bodh Gaya (SC),30-44,"1,734",Permanently shifted,550,"1,184",36.56
Bodh Gaya (SC),45-60,956,Permanently shifted,456,500,4.6
Bodh Gaya (SC),61-75,215,Permanently shifted,111,104,-3.26
Bodh Gaya (SC),75+,63,Permanently shifted,32,31,-1.59
Bodh Gaya (SC),18-29,104,Untraceable,61,43,-17.31
Bodh Gaya (SC),30-44,70,Untraceable,35,35,0
Bodh Gaya (SC),45-60,35,Untraceable,20,15,-14.29
Bodh Gaya (SC),61-75,14,Untraceable,10,4,-42.86
Bodh Gaya (SC),75+,3,Untraceable,1,2,33.33
Gaya Town,18-29,117,Deceased,66,51,-12.82
Gaya Town,30-44,773,Deceased,459,314,-18.76
Gaya Town,45-60,"2,373",Deceased,"1,324","1,049",-11.59
Gaya Town,61-75,"3,153",Deceased,"1,693","1,460",-7.39
Gaya Town,75+,"1,737",Deceased,937,800,-7.89
Gaya Town,18-29,248,Duplicate enrolment,130,118,-4.84
Gaya Town,30-44,436,Duplicate enrolment,228,208,-4.59
Gaya Town,45-60,249,Duplicate enrolment,128,121,-2.81
Gaya Town,61-75,70,Duplicate enrolment,30,40,14.29
Gaya Town,75+,11,Duplicate enrolment,6,5,-9.09
Gaya Town,18-29,880,Permanently shifted,293,587,33.41
Gaya Town,30-44,"4,310",Permanently shifted,"1,663","2,647",22.83
Gaya Town,45-60,"3,152",Permanently shifted,"1,635","1,517",-3.74
Gaya Town,61-75,"1,017",Permanently shifted,559,458,-9.93
Gaya Town,75+,260,Permanently shifted,132,128,-1.54
Gaya Town,18-29,520,Untraceable,230,290,11.54
Gaya Town,30-44,"1,765",Untraceable,807,958,8.56
Gaya Town,45-60,"1,252",Untraceable,654,598,-4.47
Gaya Town,61-75,559,Untraceable,292,267,-4.47
Gaya Town,75+,183,Untraceable,94,89,-2.73
Tikari,18-29,370,Deceased,174,196,5.95
Tikari,30-44,"1,451",Deceased,694,757,4.34
Tikari,45-60,"3,476",Deceased,"1,598","1,878",8.06
Tikari,61-75,"4,631",Deceased,"2,131","2,500",7.97
Tikari,75+,"2,775",Deceased,"1,203","1,572",13.3
Tikari,18-29,735,Duplicate enrolment,404,331,-9.93
Tikari,30-44,"1,528",Duplicate enrolment,827,701,-8.25
Tikari,45-60,878,Duplicate enrolment,384,494,12.53
Tikari,61-75,212,Duplicate enrolment,85,127,19.81
Tikari,75+,41,Duplicate enrolment,16,25,21.95
Tikari,18-29,"2,699",Permanently shifted,632,"2,067",53.17
Tikari,30-44,"5,548",Permanently shifted,"2,040","3,508",26.46
Tikari,45-60,"4,173",Permanently shifted,"2,022","2,151",3.09
Tikari,61-75,"1,119",Permanently shifted,540,579,3.49
Tikari,75+,221,Permanently shifted,78,143,29.41
Tikari,18-29,567,Untraceable,256,311,9.7
Tikari,30-44,"1,236",Untraceable,566,670,8.41
Tikari,45-60,921,Untraceable,428,493,7.06
Tikari,61-75,257,Untraceable,116,141,9.73
Tikari,75+,66,Untraceable,28,38,15.15
Belaganj,18-29,233,Deceased,122,111,-4.72
Belaganj,30-44,"1,198",Deceased,648,550,-8.18
Belaganj,45-60,"2,709",Deceased,"1,382","1,327",-2.03
Belaganj,61-75,"3,102",Deceased,"1,434","1,668",7.54
Belaganj,75+,"1,900",Deceased,852,"1,048",10.32
Belaganj,18-29,771,Duplicate enrolment,448,323,-16.21
Belaganj,30-44,"1,918",Duplicate enrolment,"1,030",888,-7.4
Belaganj,45-60,932,Duplicate enrolment,429,503,7.94
Belaganj,61-75,231,Duplicate enrolment,107,124,7.36
Belaganj,75+,47,Duplicate enrolment,24,23,-2.13
Belaganj,18-29,"1,868",Permanently shifted,532,"1,336",43.04
Belaganj,30-44,"4,534",Permanently shifted,"1,679","2,855",25.94
Belaganj,45-60,"3,076",Permanently shifted,"1,443","1,633",6.18
Belaganj,61-75,852,Permanently shifted,421,431,1.17
Belaganj,75+,168,Permanently shifted,66,102,21.43
Belaganj,18-29,866,Untraceable,423,443,2.31
Belaganj,30-44,"1,615",Untraceable,684,931,15.29
Belaganj,45-60,918,Untraceable,399,519,13.07
Belaganj,61-75,293,Untraceable,122,171,16.72
Belaganj,75+,91,Untraceable,27,64,40.66
Atri,18-29,284,Deceased,138,146,2.82
Atri,30-44,"1,172",Deceased,577,595,1.54
Atri,45-60,"2,230",Deceased,"1,040","1,190",6.73
Atri,61-75,"2,888",Deceased,"1,390","1,498",3.74
Atri,75+,"1,733",Deceased,816,917,5.83
Atri,18-29,650,Duplicate enrolment,370,280,-13.85
